报表日期	20180630	20180331	20171231	20170930	20170630	20170331	20161231	20160930	20160630	20160331	20151231	20150930	20150630	20150331	20141231	20131231	20121231	19700101	
单位	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元		
一、营业总收入	15757537297.00	5178779471.00	40525684827.00	16855676067.00	11327937186.00	2037184429.00	27969282458.00	11842574546.00	9071574359.00	1144794602.76	23568793145.00	11128229044.07	8726053400.00	1465718670.03	20674198000.00	20736461300.00	17446195300.00	0	
营业收入	15757537297.00	5178779471.00	40525684827.00	16855676067.00	11327937186.00	2037184429.00	27969282458.00	11842574546.00	9071574359.00	1144794602.76	23568793145.00	11128229044.07	8726053400.00	1465718670.03	20674198000.00	20736461300.00	17446195300.00	0	
二、营业总成本	13628352769.00	4748443478.00	33617027538.00	14456486167.00	9914424612.00	1909661244.00	24491119969.00	10827855159.00	7977399480.00	1408643086.35	21230316175.00	10475630960.40	8037848300.00	1435724539.41	18690658200.00	18473620900.00	15340320100.00	0	
营业成本	9714194623.00	3293407290.00	26115153947.00	10554583398.00	7224169573.00	1245369753.00	20174155904.00	8978420232.00	6713458945.00	960057676.62	17250341611.00	8590559783.16	6636807900.00	1055311417.87	15273023100.00	14834451500.00	12587272700.00	0	
营业税金及附加	1477386355.00	441918534.00	3265950521.00	1590298333.00	955487086.00	191045368.00	1742055272.00	572735780.00	472718286.00	60497262.97	1945896821.00	726266324.90	579003500.00	63942404.10	1717772500.00	2030044100.00	1605643700.00	0	
销售费用	596214746.00	333987957.00	1776404786.00	691348122.00	484653967.00	165635484.00	1032466358.00	570689479.00	342591336.00	163186009.63	787267069.00	463816804.29	292768900.00	115371463.81	613098500.00	591180900.00	474458500.00	0	
管理费用	1075962958.00	498590588.00	1982879721.00	1301215860.00	980016781.00	263745805.00	1270412725.00	629288905.00	398850560.00	199826800.31	873412077.00	545142330.30	395775900.00	184186927.55	653485500.00	652326300.00	550691700.00	0	
财务费用	583685805.00	122710803.00	446750932.00	319040454.00	270097205.00	43864834.00	272029710.00	76720763.00	49780353.00	25075336.82	130904025.00	51309122.85	34955500.00	16912326.08	52137100.00	286030000.00	122253500.00	0	
资产减值损失	13170510.00	57828306.00	29887631.00	0	0	0	0	0	0	0.00	242494572.00	98536594.90	98536600.00	0.00	381141500.00	79588100.00	0	0	
公允价值变动收益	653276934.00	0	910566900.00	178779429.00	178779429.00	0	593989634.00	215923312.00	215923312.00	0.00	815106132.00	282643480.62	282643500.00	0.00	365993900.00	37838600.00	31086000.00	0	
投资收益	688900722.00	50963998.00	538510644.00	233171955.00	47995741.00	-55001999.00	159772688.00	3601037.00	-81744993.00	-12804779.57	118641318.00	128487198.97	115592100.00	51022383.60	25401600.00	41183400.00	-67700.00	0	
其中:对联营企业和合营企业的投资收益	646949226.00	35072251.00	226752958.00	203509539.00	35933614.00	-63208772.00	188547596.00	49423449.00	-2446797.00	-8313243.92	61363410.00	71464814.97	58569700.00	-6000000.40	-7346200.00	-11422400.00	-5109600.00	0	
汇兑收益	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
三、营业利润	3473719968.00	481512253.00	8359690305.00	2811141284.00	1640287744.00	72521186.00	4231924811.00	1234243736.00	1228353198.00	-276653263.16	3272224420.00	1063728763.26	1086440600.00	81016514.22	2374935400.00	2341862400.00	2136893500.00	0	
加:营业外收入	25272343.00	8597652.00	37868980.00	24856752.00	15786907.00	13147128.00	94898636.00	31604054.00	19578025.00	11877421.94	26493037.00	88000189.05	10527800.00	4612390.11	42551300.00	155984100.00	20155700.00	0	
减：营业外支出	24967938.00	6437745.00	26991700.00	19478399.00	11130745.00	6241486.00	36859851.00	7706464.00	5880664.00	2904445.54	7863602.00	5118737.63	4215700.00	2333369.29	8090100.00	12297000.00	21091700.00	0	
其中：非流动资产处置损失	0	0	0	3463384.00	2824386.00	2372691.00	1814238.00	1241943.00	170336.00	101676.69	414627.00	164948.39	59100.00	31732.88	252800.00	494700.00	68600.00	0	
四、利润总额	3474024373.00	483672160.00	8370567585.00	2816519637.00	1644943906.00	79426828.00	4289963596.00	1258141326.00	1242050559.00	-267680286.76	3290853855.00	1146610214.68	1092752600.00	83295535.04	2409396600.00	2485549500.00	2135957500.00	0	
减：所得税费用	876641939.00	112340985.00	2110204926.00	767230501.00	498455342.00	40836787.00	1134025287.00	360674726.00	381672013.00	-65397470.39	891249202.00	273278802.86	265358200.00	6586056.22	617051000.00	635634400.00	578299100.00	0	
五、净利润	2597382434.00	371331175.00	6260362659.00	2049289136.00	1146488564.00	38590041.00	3155938309.00	897466600.00	860378546.00	-202282816.37	2399604653.00	873331411.82	827394400.00	76709478.82	1792345600.00	1849915200.00	1557658300.00	0	
归属于母公司所有者的净利润	2538328487.00	360409816.00	6028907738.00	1991843230.00	1139229359.00	42271476.00	3019228519.00	882965994.00	852353641.00	-193697085.40	1836274417.00	448199488.42	459073700.00	32646195.12	1167206700.00	1174328600.00	967461300.00	0	
少数股东损益	59053947.00	10921359.00	231454921.00	57445906.00	7259205.00	-3681435.00	136709790.00	14500606.00	8024905.00	-8585730.97	563330236.00	425131923.40	368320800.00	44063283.70	625138900.00	675586500.00	590197000.00	0	
六、每股收益
基本每股收益(元/股)	1.140000	0.150000	2.710000	0.900000	0.510000	0.020000	1.360000	0.439500	0.450000	-0.113400	1.510000	0.380000	0	0.028000	0	0	0	0	
稀释每股收益(元/股)	1.130000	0.150000	2.700000	0.890000	0.510000	0.020000	1.360000	0.439500	0.450000	-0.113400	1.510000	0	0	0.028000	0	0	0	0	
七、其他综合收益	0	0	337309244.00	0	0	0	0	0	0	0	-9750000.00	-8171528.78	10500000.00	0	94548000.00	0	0	0	
八、综合收益总额	2597382434.00	371331175.00	6597671903.00	2049289136.00	1146488564.00	38590041.00	3155938309.00	897466600.00	860378546.00	-202282816.37	2389854653.00	865159883.04	837894400.00	76709478.82	1886893700.00	1849915200.00	1557658300.00	0	
归属于母公司所有者的综合收益总额	2538328487.00	360409816.00	6353397588.00	1991843230.00	1139229359.00	42271476.00	3019228519.00	882965994.00	852353641.00	-193697085.40	1826926117.00	443550522.56	464999300.00	32646195.12	1220713600.00	1174328600.00	967461300.00	0	
归属于少数股东的综合收益总额	59053947.00	10921359.00	244274315.00	57445906.00	7259205.00	-3681435.00	136709790.00	14500606.00	8024905.00	-8585730.97	562928536.00	421609360.48	372895100.00	44063283.70	666180100.00	675586500.00	590197000.00	0	
